,Year_Birth,Education,Income,Recency,NumWebVisitsMonth,Complain,Response,RelStatus,amountSpent,numOfPurchases,numOfMinorsHome,prvAcceptedCampaigns,dateCust,dateCustYear,custAge
586,1955,Graduation,79800.0,65,3,0,1,Single,1867,22,0,3,2012-09-23,2012,57
587,1961,Master,61794.0,74,2,0,0,Coupled,611,20,1,0,2013-09-14,2013,52
588,1955,Graduation,53863.0,4,7,0,0,Coupled,473,18,1,1,2014-05-17,2014,59
589,1959,Graduation,24221.0,94,4,0,0,Coupled,55,6,0,0,2013-08-20,2013,54
590,1984,PhD,39684.0,41,7,1,1,Single,81,7,1,0,2012-10-12,2012,28
591,1975,Master,92163.0,25,2,0,1,Coupled,2086,21,0,2,2012-12-12,2012,37
592,1965,Master,69882.0,94,1,0,0,Single,1478,20,0,0,2013-11-10,2013,48
593,1977,Graduation,33178.0,9,4,0,0,Coupled,49,5,1,0,2014-01-30,2014,37
594,1972,PhD,59973.0,47,1,0,0,Coupled,382,15,0,0,2013-09-11,2013,41
595,1975,Master,17459.0,12,7,0,1,Coupled,69,9,1,0,2013-09-19,2013,38
596,1969,Graduation,23910.0,80,7,0,0,Single,67,6,1,0,2012-10-26,2012,43
597,1969,Master,42169.0,20,8,0,0,Coupled,30,6,2,0,2013-10-19,2013,44
598,1978,2n Cycle,26224.0,39,6,0,0,Coupled,63,9,1,0,2013-06-04,2013,35
599,1981,Graduation,31089.0,57,8,0,0,Coupled,79,10,1,0,2012-08-17,2012,31
600,1961,Graduation,30081.0,27,7,0,0,Single,42,5,1,0,2013-02-21,2013,52
601,1960,Graduation,62807.0,83,5,0,0,Coupled,819,23,1,0,2012-08-31,2012,52
602,1955,Graduation,72906.0,79,1,0,0,Single,1151,17,0,0,2013-09-17,2013,58
603,1948,PhD,61467.0,69,5,0,0,Coupled,594,20,2,0,2012-12-09,2012,64
604,1966,Master,49618.0,77,7,0,0,Coupled,129,11,2,0,2013-01-26,2013,47
605,1986,Master,21888.0,15,10,0,1,Single,213,12,1,0,2012-12-29,2012,26
606,1973,Graduation,42429.0,99,5,0,0,Single,67,7,1,0,2014-02-11,2014,41
607,1956,Graduation,26150.0,61,7,0,0,Single,28,5,3,0,2013-03-11,2013,57
608,1975,Basic,30801.0,23,7,0,0,Coupled,45,6,1,0,2012-10-26,2012,37
609,1965,Graduation,81168.0,84,3,0,0,Coupled,1193,18,0,1,2014-05-07,2014,49
610,1969,Master,26877.0,74,6,0,0,Single,268,12,0,0,2013-08-19,2013,44
611,1944,Master,45006.0,90,3,0,0,Single,266,12,0,0,2013-07-18,2013,69
612,1973,Basic,18978.0,41,8,0,0,Coupled,37,5,1,0,2012-12-11,2012,39
613,1967,Graduation,22574.0,28,7,0,0,Coupled,37,7,3,0,2013-10-28,2013,46
614,1969,PhD,48240.0,73,5,0,1,Single,882,25,0,0,2012-11-09,2012,43
615,1974,Graduation,45837.0,88,7,0,0,Coupled,373,18,2,0,2013-07-26,2013,39
616,1965,Master,35791.0,94,8,0,0,Single,35,6,3,0,2013-05-06,2013,48
617,1976,PhD,162397.0,31,1,0,0,Coupled,107,1,2,0,2013-06-03,2013,37
618,1978,Graduation,54162.0,31,4,0,0,Single,42,5,2,0,2013-03-18,2013,35
619,1960,Master,30522.0,6,2,0,0,Coupled,326,17,1,0,2012-08-17,2012,52
620,1961,PhD,54456.0,23,6,0,0,Coupled,404,17,1,0,2013-07-11,2013,52
621,1971,Graduation,31632.0,92,7,0,0,Single,95,6,0,0,2013-07-14,2013,42
622,1949,Graduation,72298.0,52,1,0,0,Single,939,14,0,2,2014-03-10,2014,65
623,1978,2n Cycle,36975.0,50,7,0,0,Single,33,5,1,0,2013-12-28,2013,35
624,1955,2n Cycle,72635.0,54,3,0,0,Coupled,981,21,0,1,2013-06-03,2013,58
625,1976,Graduation,13624.0,93,6,0,0,Coupled,36,7,1,0,2013-01-20,2013,37
626,1975,Graduation,84196.0,56,3,0,0,Single,1237,20,1,0,2013-06-03,2013,38
627,1960,Graduation,70971.0,28,7,0,1,Coupled,1825,34,1,0,2012-09-21,2012,52
628,1977,PhD,34487.0,94,9,0,0,Single,103,9,2,0,2012-09-06,2012,35
629,1977,Graduation,28769.0,76,9,0,0,Single,191,12,1,0,2012-12-18,2012,35
630,1970,PhD,69084.0,43,8,0,0,Coupled,1586,25,1,0,2013-11-19,2013,43
631,1958,PhD,65488.0,46,1,0,0,Coupled,963,14,0,0,2014-06-13,2014,56
632,1970,2n Cycle,62466.0,13,4,0,0,Coupled,889,26,1,0,2014-01-15,2014,44
633,1960,2n Cycle,32218.0,27,7,0,1,Single,93,7,0,1,2014-02-15,2014,54
634,1973,Graduation,83917.0,12,3,0,1,Single,1587,21,0,0,2013-04-18,2013,40
635,1962,Graduation,46102.0,3,7,0,0,Single,16,4,3,0,2014-03-10,2014,52
636,1952,Graduation,84574.0,72,5,0,0,Single,1375,32,0,0,2013-06-04,2013,61
637,1962,Graduation,56181.0,6,4,0,0,Coupled,393,14,1,0,2013-01-08,2013,51
638,1950,Master,63120.0,53,7,0,1,Single,1477,26,1,0,2012-09-28,2012,62
639,1971,Graduation,73691.0,58,2,0,0,Coupled,1179,18,1,1,2013-11-06,2013,42
640,1960,Graduation,63381.0,78,2,0,0,Coupled,1005,26,1,0,2012-10-05,2012,52
641,1948,PhD,76140.0,57,2,0,0,Coupled,1348,21,0,0,2014-05-13,2014,66
642,1959,PhD,62859.0,37,6,0,0,Single,1307,23,1,0,2012-12-30,2012,53
643,1964,Graduation,45906.0,20,5,0,0,Single,486,15,1,1,2013-05-07,2013,49
644,1947,Master,77632.0,73,2,0,1,Coupled,2252,13,0,2,2013-03-10,2013,66
645,1971,PhD,46463.0,56,6,0,0,Coupled,235,17,2,0,2013-08-18,2013,42
646,1970,Graduation,105471.0,36,3,0,1,Coupled,1724,30,0,2,2013-01-21,2013,43
647,1970,Master,55282.0,9,4,0,0,Single,235,11,1,0,2013-12-13,2013,43
648,1977,Master,78710.0,42,4,0,0,Coupled,1092,28,1,0,2014-05-23,2014,37
649,1958,Graduation,66886.0,28,5,0,0,Coupled,599,17,1,0,2013-09-16,2013,55
650,1960,Master,98777.0,23,1,0,0,Single,2008,19,0,1,2014-02-17,2014,54
651,1985,Graduation,29103.0,38,9,0,0,Coupled,48,6,1,0,2012-08-27,2012,27
652,1974,Graduation,67445.0,63,6,0,0,Coupled,1174,32,1,0,2012-08-12,2012,38
653,1950,PhD,50616.0,71,2,0,0,Coupled,67,7,1,0,2014-04-13,2014,64
654,1955,Graduation,49431.0,9,8,0,0,Single,365,15,1,0,2012-08-03,2012,57
655,1975,Graduation,153924.0,81,0,0,0,Single,6,0,0,0,2014-02-07,2014,39
656,1953,Graduation,61278.0,87,6,0,0,Coupled,165,10,1,0,2014-01-04,2014,61
657,1958,2n Cycle,26490.0,92,6,0,0,Coupled,210,11,0,0,2012-09-22,2012,54
658,1947,PhD,73059.0,36,4,0,0,Coupled,1095,26,1,0,2013-08-31,2013,66
659,1966,PhD,46734.0,86,6,0,0,Single,223,12,3,1,2013-10-21,2013,47
660,1963,Graduation,56253.0,83,6,0,0,Coupled,597,22,1,0,2012-12-07,2012,49
661,1985,Graduation,19986.0,74,7,0,0,Coupled,22,4,1,0,2013-11-14,2013,28
662,1975,Graduation,58330.0,87,4,0,0,Single,1064,24,1,0,2013-12-25,2013,38
663,1980,Basic,25965.0,29,8,0,0,Coupled,74,6,0,0,2012-09-07,2012,32
664,1956,Master,14661.0,88,6,0,0,Coupled,26,5,0,0,2013-01-01,2013,57
665,1959,Graduation,18690.0,77,8,0,0,Coupled,60,5,0,0,2012-12-28,2012,53
666,1974,PhD,45068.0,25,7,0,0,Coupled,20,4,1,0,2013-05-16,2013,39
667,1987,Basic,21063.0,34,6,0,0,Single,59,7,1,0,2013-09-25,2013,26
668,1968,PhD,29187.0,43,8,0,0,Coupled,34,5,1,0,2013-05-09,2013,45
669,1971,2n Cycle,54690.0,76,3,0,0,Coupled,198,12,2,0,2013-11-07,2013,42
670,1964,PhD,59304.0,81,5,0,0,Coupled,1048,28,1,0,2013-07-29,2013,49
671,1962,Master,59247.0,87,6,0,0,Single,574,21,2,0,2013-11-08,2013,51
672,1970,Graduation,66731.0,33,3,0,0,Single,1029,17,1,0,2012-09-12,2012,42
673,1980,Graduation,77353.0,38,4,0,0,Coupled,670,20,1,0,2013-12-16,2013,33
674,1975,PhD,52614.0,63,8,0,0,Single,990,16,1,0,2012-12-01,2012,37
675,1974,Graduation,26751.0,26,8,0,0,Coupled,11,4,2,0,2014-05-22,2014,40
676,1963,PhD,81300.0,17,5,0,1,Coupled,1241,21,1,1,2012-10-30,2012,49
677,1979,Graduation,70337.0,75,1,0,0,Single,576,17,0,0,2014-01-02,2014,35
678,1985,2n Cycle,36145.0,13,9,0,1,Coupled,172,12,1,1,2013-06-16,2013,28
679,1980,PhD,65295.0,19,2,0,0,Single,664,20,0,0,2013-12-23,2013,33
680,1963,Graduation,68118.0,51,6,0,0,Single,928,23,1,0,2013-10-18,2013,50
681,1967,Graduation,68743.0,81,7,0,0,Single,2074,30,0,0,2012-08-30,2012,45
682,1982,2n Cycle,41039.0,32,8,0,0,Coupled,467,15,0,0,2013-07-25,2013,31
683,1955,Graduation,38946.0,84,5,0,0,Coupled,257,12,1,0,2013-10-24,2013,58
684,1967,Graduation,65777.0,87,1,0,0,Coupled,1146,17,0,0,2013-12-19,2013,46
685,1976,PhD,66476.0,99,4,0,0,Single,689,20,1,0,2013-03-07,2013,37
686,1972,PhD,86857.0,96,2,0,1,Single,2114,22,0,0,2012-09-12,2012,40
687,1982,PhD,160803.0,21,0,0,0,Coupled,1717,44,0,0,2012-08-04,2012,30
688,1989,PhD,77845.0,40,1,0,0,Coupled,1346,21,0,2,2014-05-16,2014,25
689,1969,PhD,69476.0,3,2,0,0,Coupled,1044,15,0,0,2013-09-30,2013,44
690,1960,PhD,50611.0,98,6,0,1,Single,493,22,1,1,2012-10-04,2012,52
691,1970,Graduation,61209.0,73,2,0,0,Single,957,13,0,0,2013-08-25,2013,43
692,1958,Master,42315.0,90,3,0,0,Coupled,270,12,1,0,2013-07-12,2013,55
693,1952,Basic,13084.0,29,6,0,0,Coupled,29,5,0,0,2013-11-02,2013,61
694,1949,Master,47570.0,3,7,0,1,Single,121,9,2,0,2013-05-29,2013,64
695,1961,Master,61923.0,94,3,0,0,Coupled,126,8,2,0,2013-07-26,2013,52
696,1995,Graduation,34824.0,65,6,0,0,Single,23,4,0,0,2014-03-26,2014,19
697,1949,PhD,26518.0,33,8,0,1,Single,57,8,2,0,2013-04-08,2013,64
698,1961,Graduation,45938.0,46,6,0,0,Single,636,20,0,0,2013-11-03,2013,52
699,1960,Graduation,78468.0,29,4,0,0,Coupled,1004,28,0,1,2014-04-09,2014,54
700,1973,Graduation,78901.0,99,4,0,0,Single,734,20,1,0,2013-09-17,2013,40
701,1978,Graduation,71427.0,26,4,0,0,Coupled,614,20,2,0,2014-03-12,2014,36
702,1978,Graduation,71022.0,30,8,0,0,Single,1453,21,1,1,2014-02-11,2014,36
703,1988,Master,90247.0,27,1,0,1,Single,1621,15,0,3,2014-04-29,2014,26
704,1968,Master,41335.0,24,7,0,0,Single,187,12,1,0,2013-12-26,2013,45
705,1986,Graduation,71952.0,93,4,0,0,Coupled,1443,22,1,2,2013-01-10,2013,27
706,1970,PhD,35682.0,34,2,0,0,Single,57,6,1,0,2014-06-27,2014,44
707,1951,Graduation,43185.0,88,8,0,0,Single,637,20,1,0,2013-04-10,2013,62
708,1948,PhD,66375.0,96,7,0,0,Coupled,948,14,1,1,2013-11-21,2013,65
709,1971,Master,35178.0,10,7,0,1,Coupled,59,5,1,1,2013-01-10,2013,42
710,1986,Graduation,25252.0,26,8,0,0,Coupled,18,4,1,0,2013-07-12,2013,27
711,1965,Master,55250.0,49,5,0,0,Single,903,26,1,0,2012-10-21,2012,47
712,1975,Graduation,33249.0,11,6,0,0,Single,112,8,1,0,2013-02-20,2013,38
713,1953,Graduation,58398.0,44,4,0,0,Coupled,596,20,0,0,2013-05-14,2013,60
714,1982,Graduation,50272.0,75,7,0,0,Coupled,233,13,1,0,2013-08-07,2013,31
715,1975,PhD,76618.0,64,1,0,0,Coupled,1511,11,0,0,2012-12-07,2012,37
716,1960,2n Cycle,87305.0,19,2,0,1,Single,1152,17,0,1,2012-09-23,2012,52
717,1978,Graduation,25851.0,45,7,0,0,Coupled,48,7,1,0,2013-02-11,2013,35
718,1970,Graduation,58710.0,77,6,0,0,Single,1185,31,1,0,2013-03-31,2013,43
719,1958,Graduation,45160.0,9,7,0,0,Single,21,4,2,0,2014-03-29,2014,56
720,1965,Master,74806.0,1,4,0,0,Coupled,965,16,1,0,2012-12-19,2012,47
721,1954,Graduation,59111.0,90,7,0,0,Coupled,869,21,0,0,2013-05-02,2013,59
722,1984,PhD,18988.0,43,7,0,0,Coupled,16,6,1,0,2014-05-23,2014,30
723,1965,Graduation,72190.0,79,3,0,0,Coupled,1947,16,0,0,2013-02-13,2013,48
724,1976,Graduation,7500.0,19,9,0,1,Coupled,71,12,1,1,2012-08-01,2012,36
725,1966,Graduation,44794.0,99,6,0,0,Coupled,65,6,1,0,2014-06-08,2014,48
726,1955,Graduation,80395.0,62,2,0,0,Coupled,1380,24,0,1,2013-11-23,2013,58
727,1976,Master,75012.0,41,1,0,0,Single,1027,23,0,0,2014-01-25,2014,38
728,1965,Master,56962.0,60,7,0,0,Coupled,411,21,3,0,2013-10-11,2013,48
729,1991,Graduation,89891.0,17,4,0,0,Coupled,836,26,0,1,2013-04-15,2013,22
730,1949,PhD,35946.0,24,5,0,0,Single,11,4,2,0,2013-09-27,2013,64
731,1953,PhD,53593.0,60,8,0,0,Coupled,480,23,2,0,2012-08-07,2012,59
732,1978,Graduation,66373.0,57,3,0,0,Coupled,606,23,2,0,2013-06-12,2013,35
733,1948,PhD,45072.0,74,8,0,0,Single,284,16,3,0,2013-10-16,2013,65
734,1973,Graduation,89694.0,22,5,0,0,Single,1472,14,2,3,2013-10-09,2013,40
735,1949,Graduation,72025.0,46,2,0,1,Coupled,1677,26,0,3,2014-04-29,2014,65
736,1973,Graduation,67432.0,69,4,0,0,Coupled,1335,19,1,0,2013-03-29,2013,40
737,1952,Master,70545.0,29,2,0,0,Coupled,334,13,1,0,2014-06-03,2014,62
738,1989,Basic,17487.0,37,7,0,0,Coupled,18,4,1,0,2013-03-18,2013,24
739,1969,Graduation,62882.0,26,4,0,0,Coupled,1338,20,1,0,2012-08-09,2012,43
740,1953,PhD,64108.0,8,5,0,0,Single,1099,30,1,0,2013-03-23,2013,60
741,1956,Master,34941.0,26,8,0,0,Coupled,97,8,2,0,2013-03-06,2013,57
742,1950,PhD,48767.0,79,5,0,0,Single,63,9,3,0,2014-01-01,2014,64
743,1978,2n Cycle,38702.0,71,6,0,0,Coupled,109,9,1,0,2013-08-01,2013,35
744,1964,Graduation,82224.0,83,3,0,0,Coupled,902,21,0,1,2014-01-25,2014,50
745,1952,Graduation,83844.0,57,1,0,0,Coupled,1574,20,0,1,2013-05-12,2013,61
746,1975,2n Cycle,17003.0,37,5,0,0,Coupled,38,9,1,0,2013-12-09,2013,38
747,1995,Graduation,71163.0,30,1,0,0,Single,960,24,0,0,2014-03-09,2014,19
748,1970,Graduation,33697.0,34,7,0,0,Single,28,4,1,1,2013-09-15,2013,43
749,1954,2n Cycle,63564.0,0,6,0,1,Coupled,1215,28,0,1,2014-01-29,2014,60
750,1972,PhD,83443.0,89,2,0,0,Coupled,1497,22,0,0,2013-12-31,2013,41
751,1958,PhD,51518.0,92,3,0,0,Coupled,449,17,1,0,2013-10-03,2013,55
752,1975,Graduation,58330.0,87,4,0,0,Single,1064,24,1,0,2013-12-25,2013,38
753,1969,Graduation,80952.0,20,8,0,1,Coupled,1757,25,0,3,2013-02-28,2013,44
754,1979,Graduation,75507.0,56,3,0,0,Coupled,1440,21,0,0,2014-05-02,2014,35
755,1978,2n Cycle,63855.0,28,4,0,0,Coupled,1006,24,0,0,2013-02-09,2013,35
756,1972,PhD,62220.0,55,6,0,1,Coupled,1226,23,1,0,2012-08-11,2012,40
757,1964,Graduation,58512.0,25,8,0,0,Coupled,1171,20,1,0,2013-09-19,2013,49
758,1979,Master,40662.0,0,4,0,0,Coupled,92,8,1,0,2013-03-15,2013,34
759,1959,PhD,38829.0,86,5,0,0,Coupled,99,8,1,0,2014-04-06,2014,55
760,1981,2n Cycle,35523.0,8,7,0,0,Coupled,66,8,1,0,2013-10-03,2013,32
761,1967,Graduation,79146.0,33,6,0,0,Single,564,19,2,0,2014-04-24,2014,47
762,1988,Master,78285.0,13,3,0,0,Coupled,1427,21,0,0,2013-10-28,2013,25
763,1978,PhD,31626.0,12,7,0,1,Single,86,6,1,1,2013-05-10,2013,35
764,1952,Graduation,75127.0,92,1,0,0,Single,833,19,0,0,2014-05-22,2014,62
765,1955,Graduation,48726.0,90,6,0,0,Coupled,242,12,1,0,2013-04-27,2013,58
766,1977,Graduation,74985.0,8,2,0,0,Coupled,1869,17,0,0,2012-09-11,2012,35
767,1987,Graduation,67430.0,6,6,0,0,Coupled,1364,29,0,0,2012-09-05,2012,25
768,1965,2n Cycle,46891.0,91,4,0,0,Coupled,183,8,1,0,2013-09-01,2013,48
769,1956,Master,62058.0,52,6,0,0,Coupled,450,18,1,0,2013-05-26,2013,57
770,1979,Graduation,72063.0,3,2,0,0,Coupled,758,21,1,0,2013-07-03,2013,34
771,1951,PhD,78939.0,57,3,0,0,Coupled,1507,20,0,0,2013-12-12,2013,62
772,1965,Graduation,42720.0,9,8,0,1,Single,654,25,2,0,2013-04-24,2013,48
773,1972,Graduation,33622.0,22,7,0,0,Coupled,81,9,2,0,2013-04-13,2013,41
774,1957,PhD,6835.0,76,20,0,0,Coupled,137,1,1,0,2012-12-08,2012,55
775,1953,Graduation,41452.0,86,7,0,0,Coupled,16,4,2,0,2013-03-06,2013,60
776,1965,PhD,40760.0,64,6,0,0,Single,93,8,1,0,2013-08-30,2013,48
777,1958,PhD,74250.0,90,1,0,0,Coupled,1158,18,0,0,2014-01-26,2014,56
778,1955,Master,51124.0,79,3,0,0,Single,43,6,2,0,2013-12-18,2013,58
779,1971,Graduation,72258.0,28,2,0,0,Single,1525,22,1,0,2013-09-12,2013,42
780,1974,PhD,71466.0,86,1,0,0,Single,1230,19,0,0,2014-04-05,2014,40
781,1976,Graduation,36283.0,42,4,0,0,Coupled,29,6,2,0,2014-04-14,2014,38
782,1970,Graduation,20587.0,39,7,0,0,Single,25,5,1,0,2014-05-11,2014,44
783,1972,Graduation,30467.0,8,7,0,0,Coupled,24,4,1,0,2014-03-19,2014,42
784,1972,Graduation,31590.0,40,8,0,0,Coupled,38,5,1,0,2013-06-18,2013,41
785,1986,Basic,20425.0,5,7,0,0,Coupled,57,7,1,0,2012-10-29,2012,26
786,1960,Master,17144.0,96,7,0,0,Coupled,47,12,2,0,2014-02-15,2014,54
787,1968,PhD,42564.0,28,7,0,1,Single,813,24,1,1,2013-01-02,2013,45
788,1978,Master,43783.0,22,7,0,0,Coupled,629,22,1,1,2014-05-29,2014,36
789,1976,Graduation,40780.0,30,9,0,0,Single,377,17,1,0,2012-09-08,2012,36
790,1945,Master,62847.0,45,2,0,0,Coupled,1612,14,0,0,2013-01-15,2013,68
791,1957,PhD,82017.0,58,2,0,1,Coupled,729,17,0,3,2012-11-07,2012,55
792,1950,Graduation,16813.0,49,7,0,0,Single,50,6,0,1,2013-07-19,2013,63
793,1978,Graduation,51267.0,37,4,0,0,Coupled,270,15,2,0,2013-10-29,2013,35
794,1961,Graduation,46524.0,70,3,0,0,Single,177,9,1,0,2013-04-05,2013,52
795,1962,Master,45183.0,33,7,0,0,Single,315,13,0,1,2013-01-20,2013,51
796,1954,PhD,70421.0,98,6,0,0,Coupled,767,23,1,0,2014-06-28,2014,60
797,1965,2n Cycle,60161.0,17,8,0,0,Single,1071,26,1,0,2012-10-23,2012,47
798,1973,Graduation,73926.0,54,3,0,0,Coupled,1580,24,0,0,2013-03-02,2013,40
799,1968,Graduation,19329.0,39,8,0,0,Coupled,60,10,1,0,2013-12-14,2013,45
800,1970,Master,61872.0,81,4,0,0,Coupled,573,21,1,0,2013-12-13,2013,43
801,1956,Graduation,46984.0,71,5,0,0,Single,41,5,2,0,2013-03-26,2013,57
802,1951,Graduation,34838.0,62,6,0,0,Coupled,170,10,2,0,2013-01-19,2013,62
803,1944,PhD,82716.0,8,2,0,0,Single,1167,28,0,0,2013-11-05,2013,69
804,1958,Graduation,48192.0,76,8,0,1,Coupled,1526,25,0,3,2013-04-06,2013,55
805,1976,Master,49681.0,66,7,0,0,Coupled,458,21,2,0,2013-11-04,2013,37
806,1971,Master,56850.0,83,2,0,0,Coupled,63,6,1,0,2014-03-23,2014,43
807,1957,Graduation,55267.0,28,3,0,0,Coupled,405,17,1,0,2013-10-21,2013,56
808,1972,Graduation,59666.0,87,8,0,0,Coupled,1027,20,2,1,2013-03-22,2013,41
809,1972,Graduation,72504.0,43,2,0,0,Single,1478,22,1,0,2013-04-06,2013,41
810,1981,Graduation,26872.0,0,6,0,0,Coupled,72,5,0,0,2013-10-16,2013,32
811,1972,Graduation,21359.0,1,8,0,1,Single,48,7,1,0,2013-04-20,2013,41
812,1975,Graduation,73170.0,1,2,0,0,Single,726,16,0,0,2014-05-31,2014,39
813,1955,Master,52750.0,72,4,0,0,Coupled,860,27,1,0,2013-02-04,2013,58
814,1986,PhD,91820.0,72,1,0,0,Coupled,1497,22,0,0,2013-11-23,2013,27
815,1970,PhD,65968.0,12,3,0,0,Coupled,495,18,1,0,2014-05-12,2014,44
816,1976,Graduation,30772.0,89,6,0,0,Coupled,20,4,2,0,2014-03-12,2014,38
817,1954,Graduation,22507.0,67,9,0,0,Single,570,19,0,0,2012-11-24,2012,58
818,1972,Graduation,65685.0,54,5,0,0,Coupled,769,21,1,0,2014-03-29,2014,42
819,1978,2n Cycle,25804.0,34,8,0,0,Coupled,55,7,1,0,2013-09-01,2013,35
820,1980,PhD,76412.0,15,3,0,1,Single,1808,18,0,2,2013-05-05,2013,33
821,1972,Graduation,22063.0,43,7,0,0,Coupled,55,7,1,0,2013-08-08,2013,41
822,1961,Graduation,57091.0,0,5,0,1,Single,577,18,0,1,2014-06-15,2014,53
823,1963,Graduation,22419.0,74,8,0,0,Coupled,162,8,0,0,2013-04-18,2013,50
824,1959,Graduation,87771.0,61,6,0,1,Coupled,1957,20,1,4,2013-05-22,2013,54
825,1959,2n Cycle,78353.0,51,8,0,0,Single,1576,24,1,0,2013-04-16,2013,54
826,1954,Graduation,93404.0,97,5,0,0,Coupled,1616,17,3,2,2013-05-07,2013,59
827,1962,Graduation,37859.0,75,8,0,0,Single,36,6,3,0,2013-01-12,2013,51
828,1958,PhD,80995.0,83,4,0,0,Single,1482,22,1,0,2013-05-11,2013,55
829,1984,Graduation,16529.0,23,6,0,0,Coupled,22,5,1,0,2014-03-01,2014,30
830,1976,PhD,55412.0,65,5,0,0,Single,63,6,2,0,2013-11-22,2013,37
831,1992,Graduation,48789.0,94,6,0,0,Single,680,18,0,0,2012-09-10,2012,20
832,1967,PhD,56575.0,42,5,0,0,Coupled,542,20,2,0,2013-05-05,2013,46
833,1980,2n Cycle,25130.0,10,7,0,0,Coupled,50,7,1,0,2013-10-02,2013,33
834,1967,Graduation,35441.0,94,8,0,0,Coupled,39,6,2,0,2013-02-14,2013,46
835,1956,Graduation,71391.0,50,3,0,0,Coupled,1043,28,1,0,2013-03-29,2013,57
836,1972,Master,49494.0,46,7,0,0,Single,385,14,1,0,2013-04-25,2013,41
837,1980,Graduation,81702.0,98,3,0,0,Single,1633,27,0,0,2012-09-23,2012,32
838,1980,2n Cycle,45889.0,42,6,0,0,Single,46,5,1,0,2013-07-02,2013,33
839,1977,Graduation,56628.0,30,5,0,0,Single,761,20,1,1,2014-03-21,2014,37
840,1950,Graduation,34026.0,11,5,0,0,Coupled,76,9,2,0,2013-08-05,2013,63
841,1974,Graduation,40049.0,61,5,0,0,Coupled,290,14,1,0,2012-11-29,2012,38
842,1988,Graduation,34176.0,12,6,0,0,Single,89,11,1,0,2014-05-12,2014,26
843,1981,Graduation,19419.0,76,9,0,0,Coupled,70,11,1,0,2012-11-10,2012,31
844,1960,2n Cycle,82504.0,2,1,0,0,Coupled,1066,17,0,0,2013-07-27,2013,53
845,1970,Graduation,81205.0,43,2,0,1,Coupled,2009,19,0,3,2014-01-13,2014,44
846,1991,2n Cycle,61618.0,27,3,0,0,Single,1345,19,0,0,2012-09-29,2012,21
847,1956,Master,55284.0,60,5,0,0,Single,764,23,1,0,2012-12-24,2012,56
848,1963,Graduation,49980.0,79,5,0,0,Single,195,11,1,0,2013-10-23,2013,50
849,1980,Graduation,15072.0,96,5,0,0,Coupled,53,11,2,0,2013-05-10,2013,33
850,1974,Graduation,49166.0,17,6,0,0,Single,368,13,1,0,2013-06-13,2013,39
851,1954,PhD,65324.0,0,4,0,0,Coupled,544,20,1,0,2014-01-11,2014,60
852,1957,2n Cycle,82347.0,38,3,0,0,Coupled,1853,25,0,2,2012-11-06,2012,55
853,1966,PhD,30843.0,43,5,0,0,Coupled,35,6,2,1,2014-05-26,2014,48
854,1974,PhD,46374.0,1,8,0,1,Coupled,446,18,1,2,2014-03-17,2014,40
855,1979,Graduation,60474.0,25,7,0,0,Single,1180,31,1,0,2013-04-01,2013,34
856,1973,Master,38576.0,2,7,0,0,Coupled,41,5,1,0,2014-03-04,2014,41
857,1985,Graduation,55357.0,66,5,0,0,Coupled,727,22,2,0,2013-02-19,2013,28
858,1966,Graduation,37758.0,49,8,0,0,Coupled,40,6,2,0,2012-10-04,2012,46
859,1989,2n Cycle,85710.0,5,2,0,0,Coupled,1062,26,0,1,2013-05-05,2013,24
860,1969,Graduation,23228.0,71,8,0,0,Coupled,40,7,1,0,2014-01-26,2014,45
861,1969,Master,44602.0,35,8,0,0,Coupled,292,17,2,0,2014-02-15,2014,45
862,1987,Graduation,7500.0,94,6,0,0,Coupled,15,4,0,0,2013-01-09,2013,26
863,1989,2n Cycle,38683.0,80,7,0,0,Coupled,341,17,1,0,2012-10-04,2012,23
864,1975,2n Cycle,49514.0,61,7,0,0,Single,369,13,1,0,2013-12-17,2013,38
865,1973,PhD,57906.0,29,4,0,0,Coupled,401,17,1,0,2013-06-11,2013,40
866,1966,Master,43456.0,0,5,0,0,Single,393,17,1,0,2013-03-26,2013,47
867,1986,Master,19485.0,80,7,0,0,Single,10,4,2,0,2013-09-24,2013,27
868,1978,Graduation,53172.0,54,3,0,0,Coupled,486,16,1,0,2013-05-06,2013,35
869,1979,Graduation,30545.0,71,7,0,0,Coupled,69,7,1,0,2012-10-17,2012,33
870,1983,PhD,70123.0,27,3,0,0,Coupled,1727,17,0,2,2013-09-28,2013,30
871,1959,Graduation,62450.0,61,3,0,0,Single,995,16,1,1,2014-01-06,2014,55
872,1976,Graduation,21675.0,55,7,0,0,Coupled,45,10,1,0,2014-06-11,2014,38
873,1981,2n Cycle,42395.0,35,7,0,0,Single,182,12,2,0,2014-04-04,2014,33
874,1978,Master,61346.0,34,3,0,0,Coupled,989,23,1,0,2013-10-06,2013,35
875,1953,Graduation,80812.0,95,2,0,0,Coupled,1677,18,0,3,2013-09-17,2013,60
876,1971,Master,42835.0,64,6,0,0,Single,595,23,2,0,2013-06-30,2013,42
877,1983,Graduation,39922.0,30,8,0,0,Coupled,156,9,1,0,2013-02-14,2013,30
878,1956,Master,86424.0,12,1,0,0,Single,1226,28,0,0,2014-04-05,2014,58
879,1978,2n Cycle,17117.0,96,9,0,0,Coupled,128,11,1,0,2013-01-17,2013,35
880,1972,Graduation,24762.0,16,8,0,1,Single,86,9,1,1,2014-02-10,2014,42
